Identifier, Size, m5, p2, p4, p1, m6, p5, m1, m2, m3, m4, p3, p6
waaO, 824.7, , , , , , , 45250:1:1:0;21250:3:4:0.402597, , , , , 10250:1:1:0;27250:1:1:0;19750:1:1:0;30250:1:1:0;30750:1:1:0
waaP, 635.0, , , , , , , , , , , , 16250:1:1:0;33250:1:1:0;21750:2:2:1
waaQ, 929.3, , , , , , , 49750:1:1:0, , , , , 
waaV, 869.0, , , , , , , 39750:1:1:0;53750:1:1:0, , , 6250:3:4:0.266667;20250:1:1:0;41250:1:1:0, 47750:1:1:0, 7250:2:2:1;39250:3:4:0.0514286;7750:2:2:1;39250:3:4:0.730088;37250:1:1:0;43750:1:1:0.00502513
waaW, 841.7, , , , , , , 45250:3:4:0.452381;26750:3:3:0.564706;30750:1:1:0, , , , , 55250:1:1:0;6250:2:2:0.987952;16750:1:1:0;31750:3:3:0.928571;6250:2:2:1;35250:3:4:0.109375
waaY, 538.3, , , , , , , 26750:1:1:0, , 47250:1:1:0.0075188, , , 29750:1:1:0;42250:1:1:0;30750:3:3:0.710843
wbbA, 613.0, , , , , , , , , , , , 35250:1:1:0;41750:3:4:0.0769231
wbbB, 668.0, , , , , , , , , , , 2750:2:2:0.974359, 42250:1:1:0;10250:1:1:0;6750:2:2:1;4750:2:2:1;40750:3:3:0.888889
wbbC, 895.7, , , , , , , , , , 7750:2:2:0.909091, , 22250:1:1:0;16250:1:1:0;31250:1:1:0
wbbD, 616.3, , , , , , , , , , , , 
wcaA, 693.0, , , , , , , , , 47750:1:1:0, 42250:1:1:0;40750:1:1:0;43750:1:1:0, , 24750:2:2:0.987179;32750:3:4:0.0423729;23750:1:1:0.0075188
wcaB, 379.0, , , , , , , , , , , 46250:1:1:0;7750:1:1:0, 
wcaC, 908.7, , , , , , , 51750:1:1:0, 18750:1:4:0, , 36750:3:3:0.804348, , 20250:1:1:0;41250:1:1:0;4750:2:2:1
wcaD, 972.7, , , , , , , 40250:3:3:0.491803;38750:1:1:0, , , , , 15250:2:2:1
wcaE, 598.3, , , , , , , 30750:3:3:0.523256, , , , , 4750:2:2:1;32750:1:1:0
wcaF, 445.3, , , , , , , , 12750:1:1:0, , 58750:3:6:0.151515, , 26750:2:3:0.932773
wcaG, 739.3, 44250:1:4:0.0514706, , , , , , , 9250:1:4:0;41250:1:1:0, 49250:1:1:0, 29250:1:1:0, 11750:2:2:1;16250:1:4:0;32750:1:1:0, 25750:2:2:1;46750:3:4:0.0491803;32250:3:4:0.0744681;54750:1:1:0
wcaH, 362.3, , , , , , , , , , 48250:1:1:0, , 43750:1:1:0
wcaI, 939.7, , , , , , , , 10750:1:1:0, , 32750:1:1:0;38750:1:1:0, 47250:1:1:0, 30750:1:1:0.00909091;30250:1:1:0
wcaJ, 1134.7, , , , , , , , , , , , 
wcaK, 1087.3, , , , , , , , , , , , 42750:3:4:0.0614035;55250:1:1:0;32250:3:3:0.910891;11250:1:1:0
wcaL, 950.7, , , , , 45750:1:1:0, , , , , , , 25750:2:2:0.990909;28250:3:4:0.127273
wcaM, 1101.7, , , , , , , , , , , , 47750:3:4:0.056338;32250:3:4:0.0879121
wecB, 914.7, , , , , , , 30750:3:4:0.342466, , , 58250:3:4:0.225, , 7250:1:1:0.00628931;45750:1:1:0
wecC, 962.0, , , , , , , 49250:1:1:0, , , 47250:3:3:0.557377, , 31250:1:1:0.00813008;13750:1:1:0
wecD, 511.3, , , , , , , , , , , 8750:1:1:0, 12250:2:2:1;42250:3:4:0.0684932
wecE, 875.0, , , , , , , 42250:3:4:0.376623, , , , , 12250:1:1:0.00546448;54750:1:1:0;33250:1:1:0.00769231;47250:3:3:0.875969
wecF, 1028.0, , , , , , , , , 48250:1:1:0, , , 
wecG, 569.7, , , , , , , 33250:3:4:0.357143;50250:1:1:0;47750:3:4:0.180328, 18250:1:1:0, , , , 42250:3:4:0.104762
wrbA, 567.7, , , , , , , , , 41250:1:1:0.0652174, , , 32750:1:1:0
wza, 973.3, , , , , , , 32250:1:1:0;27250:1:1:0, , , 52750:3:3:0.773585, 55250:3:6:0.0606061;34250:1:1:0, 24750:2:2:1;20250:2:2:1
wzb, 349.0, , , , , , , , , , , , 
wzc, 1660.7, , , , , , , , 7250:1:4:0;6250:1:4:0, , , 27250:2:3:1, 13250:1:1:0.00826446;60250:3:4:0.0769231;15750:1:1:0;31750:3:4:0.0337079;10750:2:2:0.990099;42750:1:1:0.00961538
wzx, 1169.0, 46750:2:3:0.875, , , , , , , , , , , 31250:3:3:0.642857;17750:1:1:0;27250:1:1:0;42750:1:1:0;52750:3:6:0.229885;33250:1:1:0;4750:2:2:1;8750:2:2:1
wzxC, 1157.7, , , , , , , , , , , , 42250:3:4:0.0666667;24750:1:1:0;43250:1:1:0;43250:1:1:0.0108696;10250:2:2:1
wzxE, 935.7, , , , , , , 30250:3:3:0.642857, , , 46250:1:1:0, , 
wzy, 961.7, , 7250:2:2:1, , , , , , , , , , 20250:2:2:1;60750:3:4:0.0842105;30250:1:1:0;19750:2:2:1;54750:1:1:0
wzzB, 869.3, , , , , , , 30250:3:3:0.493671;35750:1:1:0;39750:3:4:0.321429, , , 26250:1:1:0, 27250:1:1:0, 
wzzE, 821.0, , , , , , , , , 50250:1:1:0, , 19250:1:1:0, 16750:1:1:0
xasA, 1340.0, , , , , , , 35250:3:3:0.483871;32250:3:3:0.705882;53250:1:1:0, 5750:2:3:1, 52750:1:1:0, 40250:1:1:0, 13250:1:1:0;3750:2:2:1, 4750:2:2:0.991525;36250:1:1:0;41750:1:1:0;750:1:1:0.00793651
xdhA, 1819.3, , , , , , , 30750:3:3:0.551724;41750:3:3:0.557377;47750:3:3:0.789474, 2750:2:2:1, 35250:3:5:0.1, 35250:3:4:0.55814;50250:3:4:0.205882;52250:1:1:0;22750:3:3:0.736842, 17750:2:3:1;35750:2:3:1, 9750:1:1:0;46250:3:4:0.0181818;33250:1:1:0;16750:1:1:0;15750:1:1:0;41250:1:1:0;32750:3:3:0.921429
xdhB, 675.0, , , , , , , , 7750:1:4:0, , , 38250:1:1:0;35750:1:1:0, 38750:1:1:0;7750:1:1:0
xdhC, 366.0, , , , , , , 53750:3:4:0.3875, 12750:1:1:0, , 40750:1:1:0, , 15750:1:1:0
xdhD, 2195.3, , , , , , , 52250:1:1:0;26750:1:1:0;26750:1:1:0;21250:1:1:0;26750:1:1:0, 6750:1:1:0, , , 27750:1:1:0;11250:1:1:0;39750:1:1:0.0232558;15750:1:4:0;29750:2:3:0.962963;20750:2:3:1;15250:1:1:0, 5750:1:1:0;17250:1:1:0;15750:1:1:0.0175439;6750:1:1:0;32750:1:1:0.0105263;38250:1:1:0
xerC, 681.7, , , , , 34250:1:1:0, , , , , 19250:1:1:0, , 
xerD, 800.3, , , , , , , 52250:1:1:0;30250:3:3:0.57971;47750:1:1:0, , , 40750:1:1:0;50250:3:4:0.183673;56250:3:6:0.222222, 32750:1:1:0, 8750:2:2:0.986577;41250:1:1:0
xisR, 246.7, , , , , , , , , , , , 
xni, 675.3, , , , , , , , , 41250:1:1:0;48250:2:2:0.932584, 48250:3:4:0.0810811, 28250:1:1:0;31250:1:1:0;19250:1:4:0, 30750:1:1:0
xseA, 1108.0, , , , , , , 45750:1:1:0, , , 6750:1:1:0, 42250:2:3:1, 750:1:1:0;10250:2:2:1
xseB, 283.0, , , , , , , , , , 17750:1:1:0, 7250:1:1:0;32750:1:1:0, 4750:2:2:1
xthA, 728.3, , , , , , , , , , , , 42250:3:4:0.09375;46250:1:1:0
xylA, 1127.0, , , , , , , 52250:1:1:0;56250:3:6:0.196429;50250:3:3:0.435897;30250:3:3:0.543689, 23250:1:1:0, 42750:2:2:0.92233, 59250:3:6:0.155556, 25750:1:1:0;14250:1:1:0, 4750:2:2:0.974576;38750:1:1:0;11750:1:1:0
xylB, 1200.7, , , 57750:1:1:0, , , , 40750:1:1:0;39750:1:1:0;51750:1:1:0;55250:3:4:0.333333, , , 6250:3:4:0.264151, 43250:1:1:0, 35750:2:3:0.952381;4750:2:2:1;16750:2:2:1
xylE, 1261.0, 51250:3:4:0.0618182, , , , , , 55250:1:1:0, 6750:1:1:0, 45750:1:1:0;43250:1:1:0;58250:3:5:0.641026, , 13750:1:1:0, 20250:1:1:0;34750:1:1:0;42750:1:1:0;35250:1:1:0.00689655
xylF, 869.0, , , , , , , , 23250:2:3:0.981818, 47750:1:1:0, , 9750:2:2:1, 60750:1:1:0.011236;15250:2:2:0.993902;29750:1:1:0;58250:1:1:0;34750:1:1:0;1750:1:1:0
xylH, 979.7, , , , , , , 39750:1:1:0, , 41250:1:1:0, 55750:3:4:0.351351, , 
xylR, 988.0, , , , , , , 32750:1:1:0;42750:1:1:0;33250:1:1:0;38250:1:1:0, , , , 16250:1:1:0, 15250:1:1:0;6750:2:2:0.993056;14250:1:1:0
yaaA, 668.3, , , , , , , 48250:3:4:0.338028, , 49250:2:2:0.848837, , , 50750:1:1:0
yaaH, 546.7, , , 34750:1:1:0;15750:1:1:0, , , , 21250:3:4:0.283333, 12250:1:4:0.047619, 14250:2:2:1;41250:1:1:0.039604;29250:2:2:1, , 7750:1:1:0, 5750:2:2:1
yaaI, 414.3, , , , , , , , , , , , 47250:1:1:0
yaaJ, 1204.3, , , , , , , 41250:1:1:0;56250:3:6:0.196721, 19250:1:4:0.0666667, 38250:1:1:0, 8750:1:1:0;56250:3:4:0.386364;20250:1:1:0, 31750:2:3:1;18750:1:4:0;58250:2:6:0.909091, 3750:1:1:0;62250:3:6:0.482759;55250:1:1:0.00769231;12250:1:1:0
yaaU, 1066.3, , , , , , , 45250:1:1:0, 15250:1:1:0, 50750:1:1:0, , 8250:2:2:1;32750:1:1:0;2750:2:2:1, 20750:1:1:0;10250:1:1:0;750:1:1:0.00952381;750:1:1:0
yaaW, 586.3, , , , , , , 28250:1:1:0, , , , , 
yaaX, 332.0, , 26750:2:2:0.979592, , , , , , , , 26250:1:1:0, , 
yaaY, 170.3, , , , , , , , , , 23250:1:1:0, , 
yabB, 452.3, , , 47750:2:2:1, 35750:1:4:0, 1750:1:1:0, , 34250:3:3:0.428571, , 250:1:1:0, 51250:3:4:0.275862, 23250:1:4:0, 17250:2:2:1;58250:3:6:0.0588235;32250:3:3:0.910959
yabF, 514.0, , , , , , , , 7250:1:4:0;37750:1:1:0, , 9750:1:1:0;14750:1:1:0;50250:1:1:0, , 39750:3:4:0.0381679;17750:1:1:0
yabI, 661.0, , , , , , , 38250:1:1:0, , , 10750:2:2:1;53250:3:3:0.642857;48250:1:1:0, 28750:1:4:0, 
yabJ, 526.0, , , , , , , , 39750:1:1:0;24250:1:4:0.0144928, , , , 26750:1:1:0
yabN, 1370.0, 34750:3:4:0.0676923, 29250:1:1:0, , , , , 32750:1:1:0;48250:1:1:0, 6250:1:1:0, 9250:1:1:0;34750:2:2:0.989011;39250:1:1:0, 43750:1:1:0;25750:1:1:0;7250:2:2:1, 42750:1:1:0;46750:1:1:0;39750:1:1:0;10250:1:1:0, 58750:1:1:0;18250:1:1:0;38250:1:1:0.010989;8250:2:2:1
yacA, 488.7, , , , , , , , 20750:1:4:0, , , , 
yacC, 368.0, , , , , , , , , , 54750:3:6:0.444444, , 16750:2:2:1;56750:1:1:0;6750:2:2:1
yacF, 572.7, , , , , , , , , , 21250:1:1:0;10250:2:2:1;25750:1:1:0, , 17750:1:1:0.00769231;42250:3:4:0.0825688
yacG, 162.7, , , , , , , , 5250:2:3:1, , 33250:1:1:0, , 25750:1:1:0
yacH, 1520.3, , , , , , , , 28250:2:3:0.984615;18250:1:1:0, 50750:2:2:0.86014;47250:1:1:0;52750:1:1:0, 50250:1:1:0;11250:1:1:0;7750:2:2:1, 47750:2:3:1;35250:2:3:1;19750:1:1:0;24250:2:3:1, 8750:1:1:0;750:1:1:0;9250:2:2:1;750:1:1:0.00847458;33750:1:1:0;40750:3:3:0.898148;750:1:1:0;38250:1:1:0;18250:1:1:0
yacL, 388.0, , , , , , , 45750:1:1:0, , , , 40750:1:1:0, 
yadB, 759.3, , , , , , , , 25250:1:1:0, 57250:1:1:0, , , 32750:1:1:0
yadC, 1072.0, , , , , , , 35250:3:3:0.578125, , , , , 8250:1:1:0;8250:2:2:1
yadD, 809.7, , , , , , , 30250:3:3:0.5, 14750:1:1:0, , , 55750:1:1:0;39750:1:1:0, 10250:2:2:1;16250:1:1:0
yadE, 1008.3, , , , , , , 48250:3:4:0.316667;32750:1:1:0;50250:1:1:0, 57750:3:6:0.472222;7750:2:3:0.902439, 44250:3:5:0.76087;38250:1:1:0;52250:1:1:0, 38250:3:4:0.328358, 39750:1:1:0;40250:1:1:0, 27250:1:1:0;31750:3:4:0.0350877;56250:3:4:0.0300752;27250:1:4:0;17750:1:1:0;28750:1:1:0.0131579;31250:3:4:0.034965
yadF, 616.0, 41750:1:1:0, 27250:2:2:1, 45250:2:2:1, , 40250:3:4:0.0735294;17750:1:1:0, , 49750:1:1:0, 40750:1:1:0, 52750:1:1:0, 22250:2:2:1, 9750:1:1:0;9750:1:1:0, 13250:2:2:0.992537;13750:1:1:0;13250:1:1:0
yadG, 720.7, , , 28750:1:1:0;48250:2:2:1, 21250:1:4:0;30750:1:1:0;21250:1:1:0, 25750:3:4:0.0307692, 37750:3:3:0.438095, 39750:1:1:0;49750:3:4:0.676056;28750:3:3:0.456311, 7250:2:3:0.975, , 37250:1:1:0, 43750:1:1:0;20250:1:1:0;21250:1:4:0;16250:1:4:0;16250:1:1:0;28250:1:1:0, 55750:1:1:0
yadH, 577.0, , , 43250:2:2:0.988235, 24250:1:1:0, 50750:3:4:0.180328;25750:2:3:0.940741;16750:1:1:0, , , , 44750:2:2:0.881818, , 24750:2:3:1;16250:1:1:0;6250:2:2:1, 6250:1:1:0;40750:3:3:0.924658
yadI, 448.3, , , , , , , 58250:3:6:0.0675676, , 52250:1:1:0, 29250:1:1:0, 58250:3:6:0.8, 16250:1:1:0
yadK, 487.0, , , , , , , 27750:3:4:0.342593, , 45750:1:1:0;43750:1:1:0, , , 46250:1:1:0
yadL, 499.3, , , , , , , , , , 45250:3:3:0.75, , 
yadM, 470.0, , , , , , , 35750:1:1:0;43750:1:1:0;52250:3:3:0.538462, , , 34750:1:1:0, , 
yadN, 567.3, , , , , , , , , , , , 8750:1:1:0;39250:3:4:0.0952381;52750:3:6:0.694118;10750:2:2:1
yadQ, 1156.3, , , , , , , 53750:1:1:0, 38750:2:3:1;2250:2:2:1, , 12250:2:2:1;45250:3:3:0.64;35250:1:1:0, 34250:2:3:1, 750:1:1:0
yadR, 348.0, , , , , , , , , , , , 23750:1:1:0
yadS, 533.7, , , , , , , , , 48250:2:2:0.917431, , 46250:1:1:0;3750:2:2:1, 43750:1:1:0;7250:1:1:0
yadT, 615.7, , , , , , , , , 46250:1:1:0, 36750:1:1:0, , 
yaeB, 545.3, , , , , , , , 9250:1:4:0.03125;30750:1:1:0, , 35250:1:1:0, , 
yaeF, 697.3, , , , , , , , , , 38750:3:4:0.275862, 43250:1:1:0;27750:1:1:0, 49750:1:1:0
yaeH, 397.7, , , , , , , , 37750:1:1:0, , 17250:1:1:0, , 9250:1:1:0
yaeI, 689.7, , , , , , , , , , 45750:3:3:0.848485, 32750:1:1:0, 
yaeJ, 311.7, , , , , , , , , 56750:1:1:0, 16250:1:1:0, 9750:1:1:0, 43250:3:4:0.0748299
yaeL, 1033.3, 5250:1:1:0, , , 55750:3:6:0.25, , , 28250:3:3:0.542169, 19250:1:4:0.0344828, 19750:1:1:0, 30250:1:1:0;18250:1:1:0;19750:2:2:1, 41250:1:1:0;8250:1:1:0, 45750:3:3:0.912409;6250:2:2:0.990566
yaeP, 250.0, , , , , , , , 9750:2:3:1, , , , 
yaeQ, 489.3, , , , , , , 55250:3:3:0.366667, , , 54250:3:3:0.636364, 21750:1:4:0, 7250:2:2:0.991453
yaeR, 360.3, , , , , , , 32750:3:3:0.671875, , 53250:1:1:0, , 29750:1:1:0, 11750:1:1:0.00869565
yaeT, 1918.0, , , , , , , 51250:1:1:0;53250:3:4:0.29, 9250:2:3:0.964912, 54250:1:1:0, 32750:1:1:0;53750:1:1:0;53750:1:1:0;55250:1:1:0, 43750:1:1:0;23750:2:3:1;10750:1:1:0;43750:1:1:0;35250:1:1:0, 3250:1:1:0;8750:1:1:0;45750:3:3:0.890323;14250:1:1:0;47250:1:1:0
yafA, 1054.3, , , , , , , 40250:1:1:0;30250:3:3:0.525, , 53750:1:1:0.00990099, , 19250:2:3:1;55250:1:1:0, 6750:1:1:0;60250:3:4:0.037594
yafC, 813.0, , , , , 44250:3:4:0.075, , , , 52750:3:5:0.0204082;48250:2:2:0.893617, 16250:2:2:1;42250:3:4:0.352941, 25750:1:1:0;15250:1:4:0;32750:2:3:1, 27750:1:1:0.00680272;2750:1:1:0
yafD, 709.0, , , , , , , 42750:1:1:0, , , , 30750:1:1:0, 
yafE, 480.7, , , , , , , 45250:3:4:0.426087, , 35250:2:2:1, , 37750:1:1:0, 
yafJ, 693.7, , , , , , , , , , , , 
yafK, 638.7, , , , , , , 39250:3:3:0.575758, , , 26250:2:2:1, 20750:1:1:0;43750:1:1:0, 35750:1:1:0
yafL, 676.3, , , , , , , , , , , 16250:1:1:0, 59250:3:3:0.889908;55250:1:1:0;30250:1:1:0
yafM, 484.3, , , , , , , 45750:1:1:0, , 50750:1:1:0, 18250:2:2:1, , 43750:1:1:0
yafN, 284.0, , , , , , , 29750:3:3:0.616071;27250:1:1:0, , , 57750:3:6:0.290323, , 
yafO, 316.7, , , , , , , 41750:1:1:0;52750:1:1:0, 27250:1:1:0, , , 15250:1:1:0, 
yafP, 367.0, , , , , , , , 38750:2:3:1, , , , 49750:3:4:0.0608108
yafQ, 224.0, , , , , , , , , , 48250:3:4:0.217391, , 10250:2:2:0.993289;42750:3:4:0.0512821
yafS, 556.3, , , , , , , 44750:3:4:0.423529, , , , 37750:1:1:0, 
yafT, 719.7, , , , , , , , 22250:1:4:0.0243902, , , , 52750:3:6:0.734694;16750:2:2:1
yafV, 691.3, , , , , , , , 6750:1:1:0, , 33250:1:1:0, , 49750:1:1:0
yafZ, 721.7, , , , , , , , , 39750:1:1:0, 26250:1:1:0, 23250:2:3:0.967742, 16250:1:1:0.00934579;6750:1:1:0
yagP, 321.0, , , , , , , , 15750:1:1:0, 53250:3:5:0.030303, , , 11750:1:1:0
yagQ, 725.3, , , , , , , 41750:1:1:0, , , 20750:2:2:0.972222;6250:3:4:0.342105, 35250:1:1:0;55750:1:1:0;21250:2:3:1, 4750:1:1:0;57250:3:6:0.617284;35250:1:1:0.0222222
yagR, 1659.0, , , , , , , 52250:1:1:0, 29750:2:3:0.979167;13750:1:1:0, 39750:1:1:0, 31750:1:1:0;50250:1:1:0, 32750:1:1:0;7250:1:1:0, 41750:1:1:0;27750:1:1:0
yagS, 724.3, , , , , , , 44750:3:4:0.377778, 18250:1:1:0;37250:2:3:0.964286, 51250:1:1:0, 12750:1:1:0;50250:1:1:0, , 
yagT, 629.0, , , , , , , , , , , , 29250:3:4:0.0569106
yagU, 571.3, , , , 41250:1:1:0, , , , 32750:1:1:0, 38750:3:5:0.0703125;21250:1:1:0, 39750:1:1:0.0333333, 9250:1:1:0;43750:2:3:1;9750:1:1:0, 37250:1:1:0
yagV, 541.7, , , , , , , , , 49750:2:2:0.862745;52750:1:1:0, , , 10250:2:2:0.992958
yagW, 1219.3, , , , , , , 51250:1:1:0, , , 32750:1:1:0;32750:3:3:0.791667, 10750:2:2:1;40750:1:1:0;9750:1:1:0;16750:1:4:0, 60750:3:4:0.0291262;7250:1:1:0;6250:2:2:1;17250:1:1:0
yagX, 1927.0, , , , , , , 47250:1:1:0, 37250:1:1:0;4250:1:1:0;38750:2:3:0.882353, 38750:3:5:0.25641;56750:1:1:0;54250:1:1:0, 38250:3:4:0.472222;22250:1:1:0;32250:1:1:0;43250:3:4:0.290323;55250:1:1:0;25250:1:1:0, 17750:1:1:0.047619;31750:1:1:0;34250:1:1:0;25750:1:1:0;23250:2:3:0.909091;41250:1:1:0;15750:1:1:0, 9250:1:1:0;27250:1:1:0.0113636;49250:1:1:0.00862069;25250:1:1:0;45250:1:1:0
yagY, 564.0, , , , 25250:1:4:0, , , , , , 32750:1:1:0, , 32250:3:4:0.0666667;43750:3:3:0.916031;46250:1:1:0
yagZ, 516.0, , , , , , , 41750:1:1:0;44750:1:1:0, , , 51750:1:1:0;43750:1:1:0, 42750:1:1:0;41250:1:1:0, 8250:1:1:0
yahA, 950.0, 39250:2:3:0.882759, , , , , , , , 56750:2:2:0.961538, , 12250:2:2:1;33250:1:1:0, 42750:3:4:0.0581395;6750:1:1:0;34250:3:3:0.928571;34750:1:1:0
yahB, 810.3, , , , , , , , 24250:1:1:0.0175439, 44750:2:2:1, 10250:2:2:1, 2750:2:2:1;8750:1:1:0, 43750:1:1:0;15750:1:1:0;30250:1:1:0;32250:3:4:0.0808081
yahC, 483.3, , , , , , , , , , , 47250:1:1:0;58750:3:6:0.605263, 31250:1:1:0
yahD, 566.0, , , , , , , 40250:1:1:0, 34750:2:3:0.978261, , 28250:1:1:0, 31250:2:3:1, 27750:1:1:0;2750:1:1:0.0078125;35750:1:1:0
yahE, 711.0, 51250:2:3:0.945312, , , , , , 52750:1:1:0, 19750:2:3:0.971429, 43250:1:1:0, 13250:1:1:0, , 60250:3:4:0.0512821;42750:1:1:0;53250:3:6:0.168605;12250:2:2:1;4750:2:2:1
yahF, 1175.7, , , 47250:1:1:0, , , , 46750:3:4:0.333333, , 54250:3:5:0.0655738, 37750:1:1:0;39250:3:4:0.363636;18250:1:1:0, 13750:2:2:1;10750:1:1:0;35250:2:3:1, 4750:1:1:0;3750:1:1:0
yahG, 1091.7, , , , , , , 36750:1:1:0;29750:3:3:0.583333, , , 48250:3:4:0.405405;58750:3:6:0.146341;21250:1:1:0;56250:1:1:0, 28750:1:1:0;32750:1:1:0;4250:1:1:0;13750:1:1:0, 35750:1:1:0.0133333;45250:2:3:0.964912;17750:1:1:0;24750:2:2:1
yahI, 769.0, , , , , , , 26750:1:1:0;30750:3:3:0.636364;27750:1:1:0.0147059;39250:1:1:0, , , 14750:2:2:1, 40250:1:1:0, 46250:1:1:0.0108696;23750:1:1:0
yahJ, 1065.3, , , , , , , 33750:3:3:0.711864, 37750:1:1:0;37750:1:1:0, , , 10750:1:1:0;35250:2:2:1;28750:2:2:0.875, 4750:2:2:1;18250:1:1:0;3250:1:1:0;6750:1:1:0;18750:1:1:0;30750:1:1:0
yahK, 905.3, , , , , , , 26250:2:2:1, , , , 55750:1:1:0;43750:1:1:0;38250:1:1:0, 28750:1:1:0
yahL, 752.7, , , , , , , 56750:3:6:0.111111;53750:3:4:0.309524;52250:3:3:0.607843, , 35750:1:1:0, , 29750:1:1:0;34250:1:1:0, 8750:1:1:0
yahM, 288.7, , , , , , , , , , 40250:1:1:0, 23750:2:3:1, 750:1:1:0.00485437;34750:3:3:0.895161
yahN, 629.3, , , , , , , , , 57750:1:1:0.0108696;58250:3:5:0.68254, 12750:2:2:1, 27750:1:1:0, 23750:1:1:0.0168067;11750:1:1:0;25750:2:2:0.992424
yahO, 264.3, , , , , , , 54250:3:4:0.547945, , , 38250:1:1:0;13250:1:1:0, , 
yaiA, 201.0, , , , , , , , 34750:2:3:0.946667, , , 14750:1:1:0, 34750:1:1:0.00561798
yaiB, 307.0, , , , , , , , , 43250:2:2:0.857143, 14250:2:2:0.90625, , 
yaiC, 952.0, , , , , , , , , , 19250:1:1:0, 35250:1:1:0;24250:1:4:0;26750:1:1:0, 13250:1:1:0
yaiE, 291.7, , , , , , , , , , , 9250:1:1:0;40750:2:3:1, 3250:1:1:0;10250:2:2:1
yaiI, 367.7, , , , , , , , , 53750:1:1:0, , 37750:1:1:0, 47250:1:1:0
yaiL, 526.3, , , , , , , 55250:3:3:0.47541, , 44750:1:1:0;51250:1:1:0, 29750:1:1:0;53250:1:1:0, 35750:1:1:0;37250:1:1:0.0344828, 27250:1:1:0;38250:1:1:0
yaiO, 658.0, , , , , , , 53250:1:1:0;30750:1:1:0, , , 58750:3:6:0.170732, , 12250:2:2:1;45750:1:1:0
yaiT, 2303.3, 1750:1:4:0.0502092;54250:1:1:0, , , , , , 58750:3:6:0.178571;50250:3:3:0.638095;40750:3:3:0.598131, 11750:2:3:0.947368;37250:2:3:0.946667;18750:1:1:0;14250:1:4:0;9750:1:1:0, 40250:2:2:0.892405, 45250:3:3:0.672131;54250:1:1:0;43750:3:4:0.4, 14250:2:2:0.914286;32750:1:1:0;33750:1:1:0.0363636;17250:1:1:0;8250:1:1:0, 37750:1:1:0;7250:1:1:0;7750:1:1:0;42750:3:4:0.575472;27750:3:4:0.0696203;16750:2:2:0.98773;20750:3:3:0.913043;25750:2:2:1;22250:1:1:0;13750:2:2:0.992424
yaiV, 566.0, , , , , , , 28250:1:1:0, , , , , 48250:3:4:0.0454545
yaiW, 856.3, , , , , , , , 27750:1:1:0, , , 28750:2:3:1;10250:1:1:0;4250:1:1:0;41250:1:1:0, 7250:1:1:0.00892857;29250:1:1:0
yaiY, 342.3, , , , , , , , 22250:1:4:0, , , 10750:1:1:0, 35750:1:1:0;16750:1:1:0
yaiZ, 263.7, , , , , , , , , , 24750:2:2:1, , 
yajC, 274.0, , , , , , , , , , 35250:1:1:0, , 
yajD, 381.0, , , , , , , 29750:1:1:0, , , , 39750:1:1:0, 
yajF, 713.0, , , , , , , 21250:3:4:0.254545, , , , 29750:2:3:1;8250:2:2:1, 7750:1:1:0
yajG, 547.7, , , , , , , 51250:3:3:0.635135, , , , 34250:1:1:0, 33750:1:1:0
yajI, 519.0, , , , , , , , , , , , 30250:1:1:0
yajO, 767.3, , , , , , , , 13750:1:4:0.0363636, 43750:1:1:0, , 40250:1:1:0, 50250:1:1:0
yajQ, 452.7, , , , , , , 32750:1:1:0, , , , , 
yajR, 1175.0, , , , , , , 48250:3:4:0.397059, , 44750:1:1:0, 26750:1:1:0;19250:1:1:0.0117647, 47750:1:1:0;7750:1:1:0;45750:1:1:0;29750:1:1:0, 24250:2:2:0.990826;41250:1:1:0
ybaA, 382.7, , , , , , , , , 51750:2:2:0.947368, 19750:3:2:0.705882;34750:1:1:0;34750:1:1:0, , 
ybaB, 311.0, , , , , , , , , , , , 
ybaD, 400.3, , , , , , , , , , , , 31750:3:3:0.883721
ybaE, 1413.7, , , 7750:2:2:1, 14250:1:1:0;17750:1:1:0, , , 28250:1:1:0;30250:3:3:0.511905, 21250:1:1:0, 38250:1:1:0;53750:1:1:0, 45750:3:3:0.789474;42750:1:1:0;34750:1:1:0, 19250:1:4:0;3750:2:2:1;15250:1:1:0, 25250:1:1:0;52250:1:1:0;37750:1:1:0.00833333;7250:1:1:0;41750:1:1:0;18750:1:1:0
ybaJ, 393.0, , , , , , , , 19750:2:3:0.983051, 37250:1:1:0, , , 7250:1:1:0;23750:1:1:0
ybaK, 479.3, , , , , , , , , , 42250:1:1:0, 10250:1:1:0, 54250:1:1:0;20250:2:2:1
ybaL, 1419.3, 2750:2:2:1;6750:1:1:0;7250:1:1:0.0104167;750:1:1:0, 3250:2:2:1, 2750:1:1:0, 25250:1:1:0, , , 47250:3:3:0.622642;38750:1:1:0.0172414;2250:2:2:0.969231, 39750:1:1:0;2250:2:2:1, 49750:2:2:0.978261;9250:2:2:0.978947;57750:1:1:0;57250:1:1:0;51250:1:1:0;4750:1:1:0;8250:1:1:0;8250:1:1:0, 8250:2:2:1, 250:2:2:1, 750:1:1:0;15250:1:1:0;16750:2:2:1;5250:1:1:0;6250:2:2:0.989796
ybaM, 140.7, , , , , , , , , 34750:2:2:1, 49250:1:1:0, , 
ybaN, 288.7, , , , , , , , , , , , 
